"index","s","d","p","q","n","rep","mean","vara","seed","phi","theta"
55,0,1,0,0,242,55,-621,6.84973610803805,55,"0","0"
56,0,1,0,0,94,56,-465,2.76563989520927,56,"0","0"
57,0,1,0,0,1821,57,828,0.342706831076188,57,"0","0"
58,0,1,0,0,357,58,-119,0.518793774057463,58,"0","0"
59,0,1,0,0,51,59,801,4.40036633973358,59,"0","0"
60,0,1,0,0,885,60,856,21.8638275304367,60,"0","0"
61,0,1,0,0,56,61,760,3.45472062919843,61,"0","0"
62,0,1,0,0,995,62,341,1.87040780616902,62,"0","0"
63,0,1,0,0,500,63,-344,7.64995394272687,63,"0","0"
64,0,1,0,0,135,64,-203,0.681668456597344,64,"0","0"
65,0,1,0,0,667,65,138,1.67130967423241,65,"0","0"
66,0,1,0,0,1471,66,-334,1.8857442064283,66,"0","0"
67,0,1,0,0,489,67,505,0.010967979000879,67,"0","0"
68,0,1,0,0,1859,68,-459,8.54130222360239,68,"0","0"
69,0,1,0,0,48,69,-998,8.32440379274286,69,"0","0"
70,0,1,0,0,117,70,975,1.75348048623795,70,"0","0"
71,0,1,0,0,1374,71,-925,0.658084096888681,71,"0","0"
72,0,1,0,0,909,72,523,1.32201891535001,72,"0","0"
73,0,1,0,0,1210,73,-769,2.52293437405256,73,"0","0"
74,0,1,0,0,58,74,446,3.41017887788831,74,"0","0"
75,0,1,0,0,291,75,478,4.24720232840073,75,"0","0"
76,0,1,0,0,664,76,416,1.92600423794512,76,"0","0"
77,0,1,0,0,232,77,671,5.35546222071044,77,"0","0"
78,0,1,0,0,800,78,992,1.31664537744095,78,"0","0"
79,0,1,0,0,1307,79,358,3.58204459892256,79,"0","0"
80,0,1,0,0,499,80,-131,1.62661436719131,80,"0","0"
81,0,1,0,0,165,81,599,4.63601299455905,81,"0","0"
82,0,1,0,0,119,82,989,3.55359313771139,82,"0","0"
83,0,1,0,0,112,83,728,2.75300051769736,83,"0","0"
84,0,1,0,0,522,84,596,3.33869632012995,84,"0","0"
85,0,1,0,0,369,85,662,0.904757644002467,85,"0","0"
86,0,1,0,0,535,86,-204,1.0997814420993,86,"0","0"
87,0,1,0,0,126,87,259,1.22559756097536,87,"0","0"
88,0,1,0,0,246,88,179,3.40248336792364,88,"0","0"
89,0,1,0,0,356,89,-931,9.90271484748967,89,"0","0"
90,0,1,0,0,259,90,-304,1.95804942421026,90,"0","0"
91,0,1,0,0,1204,91,449,2.73542320081104,91,"0","0"
92,0,1,0,0,904,92,-49,0.0230786783853915,92,"0","0"
93,0,1,0,0,658,93,-860,10.6611886756295,93,"0","0"
94,0,1,0,0,411,94,620,3.839837786239,94,"0","0"
95,0,1,0,0,702,95,-862,15.5783868771,95,"0","0"
96,0,1,0,0,383,96,-454,8.18880775180699,96,"0","0"
97,0,1,0,0,140,97,-212,1.25818422813367,97,"0","0"
98,0,1,0,0,567,98,-847,9.47339330043757,98,"0","0"
99,0,1,0,0,1001,99,-640,6.98005419543445,99,"0","0"
100,0,1,0,0,38,100,553,1.39137436579016,100,"0","0"
101,0,1,0,0,1304,101,-149,0.608553293936776,101,"0","0"
102,0,1,0,0,255,102,-364,6.66647115014063,102,"0","0"
103,0,1,0,0,752,103,-253,3.19660799071113,103,"0","0"
104,0,1,0,0,418,104,315,1.87841651236142,104,"0","0"
105,0,1,0,0,1189,105,926,0.0704224761948157,105,"0","0"
106,0,1,0,0,1103,106,-680,0.555084510114864,106,"0","0"
107,0,1,0,0,261,107,-9,0.011240626547136,107,"0","0"
108,0,1,0,0,166,108,-534,5.43726910663578,108,"0","0"
109,0,1,0,0,1462,109,-860,25.1419589357356,109,"0","0"
110,0,1,0,0,167,110,838,1.27380787720894,110,"0","0"
111,0,1,0,0,466,111,754,8.8763969581371,111,"0","0"
112,0,1,0,0,1590,112,-882,1.48043483788589,112,"0","0"
113,0,1,0,0,1774,113,931,3.09931696947039,113,"0","0"
114,0,1,0,0,132,114,552,3.39698005621191,114,"0","0"
115,0,1,0,0,1212,115,-283,0.460227527446723,115,"0","0"
116,0,1,0,0,68,116,166,0.094933090310056,116,"0","0"
117,0,1,0,0,66,117,525,14.4785856110544,117,"0","0"
118,0,1,0,0,768,118,990,12.4626797934088,118,"0","0"
119,0,1,0,0,527,119,921,3.16822462155925,119,"0","0"
120,0,1,0,0,312,120,250,3.85737463825043,120,"0","0"
121,0,1,0,0,794,121,-354,4.67394304871172,121,"0","0"
122,0,1,0,0,501,122,796,14.6751942665327,122,"0","0"
123,0,1,0,0,1207,123,-755,11.498278988798,123,"0","0"
124,0,1,0,0,55,124,973,13.0637307416592,124,"0","0"
125,0,1,0,0,285,125,-67,0.330802916013317,125,"0","0"
126,0,1,0,0,253,126,341,2.0456855525428,126,"0","0"
127,0,1,0,0,445,127,724,5.99996880012321,127,"0","0"
128,0,1,0,0,873,128,-20,0.196574056362372,128,"0","0"
129,0,1,0,0,1007,129,-40,0.124050647476807,129,"0","0"
130,0,1,0,0,1105,130,837,1.91461984683015,130,"0","0"
131,0,1,0,0,279,131,388,2.68524033266789,131,"0","0"
132,0,1,0,0,1307,132,683,4.88415669235168,132,"0","0"
133,0,1,0,0,579,133,211,2.30216252635865,133,"0","0"
134,0,1,0,0,1126,134,-286,0.593911981730565,134,"0","0"
135,0,1,0,0,702,135,889,16.4780001740129,135,"0","0"
136,0,1,0,0,103,136,-820,10.9381256544346,136,"0","0"
137,0,1,0,0,445,137,167,0.221205204217406,137,"0","0"
138,0,1,0,0,1313,138,-500,2.05395447808058,138,"0","0"
139,0,1,0,0,1361,139,-320,0.985152704417132,139,"0","0"
140,0,1,0,0,265,140,-481,4.96341083857749,140,"0","0"
141,0,1,0,0,1520,141,-52,0.320948932292924,141,"0","0"
142,0,1,0,0,233,142,481,2.4149333485198,142,"0","0"
143,0,1,0,0,51,143,291,6.5918867503811,143,"0","0"
144,0,1,0,0,868,144,69,1.07134004216799,144,"0","0"
145,0,1,0,0,371,145,-422,11.7838253393658,145,"0","0"
146,0,1,0,0,328,146,-389,0.5195417434776,146,"0","0"
147,0,1,0,0,927,147,-829,20.1150096180739,147,"0","0"
148,0,1,0,0,688,148,-20,0.281076871354848,148,"0","0"
149,0,1,0,0,816,149,-372,5.1713967628611,149,"0","0"
150,0,1,0,0,288,150,944,1.9062668767238,150,"0","0"
151,0,1,0,0,35,151,-519,1.44168974223639,151,"0","0"
152,0,1,0,0,56,152,-627,1.34563538727532,152,"0","0"
153,0,1,0,0,72,153,652,1.40023572061461,153,"0","0"
154,0,1,0,0,92,154,-258,4.00606655671417,154,"0","0"
155,0,1,0,0,605,155,-162,3.67900854740018,155,"0","0"
156,0,1,0,0,219,156,935,9.56393741797297,156,"0","0"
157,0,1,0,0,80,157,761,9.5933097685259,157,"0","0"
158,0,1,0,0,218,158,182,4.12970503513915,158,"0","0"
159,0,1,0,0,1324,159,276,2.10132988509715,159,"0","0"
160,0,1,0,0,285,160,-531,1.14467729433075,160,"0","0"
161,0,1,0,0,254,161,-668,2.60616966075219,161,"0","0"
162,0,1,0,0,31,162,178,1.40737609445647,162,"0","0"
163,0,1,0,0,214,163,656,0.854424144046597,163,"0","0"
164,0,1,0,0,165,164,-868,3.41696228539596,164,"0","0"
165,0,1,0,0,69,165,-517,2.22721204842242,165,"0","0"
166,0,1,0,0,710,166,784,7.87756542619026,166,"0","0"
167,0,1,0,0,484,167,-228,3.9898858841355,167,"0","0"
168,0,1,0,0,143,168,-288,2.09779573036633,168,"0","0"
169,0,1,0,0,589,169,-148,1.54798437296478,169,"0","0"
170,0,1,0,0,131,170,-49,0.393494046581405,170,"0","0"
171,0,1,0,0,381,171,-629,2.95321573683547,171,"0","0"
172,0,1,0,0,781,172,-320,2.31129593568642,172,"0","0"
173,0,1,0,0,834,173,-192,0.207177045511473,173,"0","0"
174,0,1,0,0,43,174,169,0.270181793094392,174,"0","0"
175,0,1,0,0,1167,175,715,6.29012731332815,175,"0","0"
176,0,1,0,0,1541,176,-460,2.209207614857,176,"0","0"
177,0,1,0,0,155,177,0,0,177,"0","0"
178,0,1,0,0,967,178,-81,0.310875220443957,178,"0","0"
179,0,1,0,0,1062,179,860,4.94314786639772,179,"0","0"
180,0,1,0,0,49,180,-907,6.41087412197399,180,"0","0"
181,0,1,0,0,856,181,54,0.630098709358163,181,"0","0"
182,0,1,0,0,54,182,-873,0.71769573455827,182,"0","0"
183,0,1,0,0,1665,183,187,0.290167320193687,183,"0","0"
184,0,1,0,0,1745,184,5,0.00862094904815409,184,"0","0"
185,0,1,0,0,205,185,385,1.39928301367431,185,"0","0"
186,0,1,0,0,456,186,-327,2.7244797405011,186,"0","0"
187,0,1,0,0,70,187,-274,0.399456766185467,187,"0","0"
188,0,1,0,0,952,188,-598,5.40802503639016,188,"0","0"
189,0,1,0,0,128,189,912,0.967942389418671,189,"0","0"
190,0,1,0,0,31,190,635,15.8899572970329,190,"0","0"
191,0,1,0,0,1232,191,873,2.22388362876273,191,"0","0"
192,0,1,0,0,71,192,717,1.21710276532023,192,"0","0"
193,0,1,0,0,1741,193,-987,0.494307404802173,193,"0","0"
194,0,1,0,0,656,194,701,12.8726067799777,194,"0","0"
195,0,1,0,0,985,195,-710,5.35832814148414,195,"0","0"
196,0,1,0,0,158,196,707,1.03948288144667,196,"0","0"
197,0,1,0,0,232,197,-274,2.80334541119981,197,"0","0"
198,0,1,0,0,238,198,540,5.60570230595487,198,"0","0"
199,0,1,0,0,54,199,-184,4.0797600477849,199,"0","0"
200,0,1,0,0,134,200,-188,1.49670808454856,200,"0","0"
201,0,1,0,0,436,201,447,1.7112997529314,201,"0","0"
202,0,1,0,0,486,202,-665,2.68074759318012,202,"0","0"
203,0,1,0,0,647,203,-115,1.1513947713661,203,"0","0"
204,0,1,0,0,1315,204,-365,0.126760364504186,204,"0","0"
205,0,1,0,0,33,205,-189,2.36629009285703,205,"0","0"
206,0,1,0,0,1855,206,-170,0.76404058103631,206,"0","0"
207,0,1,0,0,416,207,-239,0.266214030768591,207,"0","0"
208,0,1,0,0,272,208,418,6.06010404859373,208,"0","0"
209,0,1,0,0,922,209,847,1.47205840819265,209,"0","0"
210,0,1,0,0,171,210,-512,9.30215210851539,210,"0","0"
211,0,1,0,0,58,211,-305,2.13129159900317,211,"0","0"
212,0,1,0,0,112,212,-854,12.610916961909,212,"0","0"
213,0,1,0,0,598,213,-25,0.16784935567495,213,"0","0"
214,0,1,0,0,322,214,443,2.79863839291731,214,"0","0"
215,0,1,0,0,524,215,-956,22.71122618866,215,"0","0"
216,0,1,0,0,1061,216,-458,8.64916724139149,216,"0","0"
217,0,1,0,0,1804,217,-96,0.30215322906485,217,"0","0"
218,0,1,0,0,663,218,-736,1.72089427530234,218,"0","0"
219,0,1,0,0,22,219,-981,3.36496823203387,219,"0","0"
220,0,1,0,0,1096,220,89,0.398078895310106,220,"0","0"
221,0,1,0,0,218,221,-103,0.449931293477835,221,"0","0"
222,0,1,0,0,335,222,718,6.90488594792318,222,"0","0"
223,0,1,0,0,233,223,648,1.20841066756322,223,"0","0"
224,0,1,0,0,817,224,-230,1.10384925906783,224,"0","0"
225,0,1,0,0,1110,225,-553,6.13195304936303,225,"0","0"
226,0,1,0,0,199,226,-18,0.258721632589005,226,"0","0"
227,0,1,0,0,1045,227,583,0.608122736358755,227,"0","0"
228,0,1,0,0,1633,228,-404,2.60308988733106,228,"0","0"
229,0,1,0,0,1078,229,750,9.1823866224249,229,"0","0"
230,0,1,0,0,139,230,608,1.98987366065973,230,"0","0"
231,0,1,0,0,111,231,370,2.70521544839694,231,"0","0"
232,0,1,0,0,1354,232,-385,5.08843250297302,232,"0","0"
233,0,1,0,0,37,233,368,4.14210734311868,233,"0","0"
234,0,1,0,0,563,234,-776,19.3431611006468,234,"0","0"
235,0,1,0,0,979,235,-889,7.2896117824738,235,"0","0"
236,0,1,0,0,610,236,627,1.39490307796163,236,"0","0"
237,0,1,0,0,85,237,322,2.07227178139805,237,"0","0"
238,0,1,0,0,831,238,572,6.68967068097604,238,"0","0"
239,0,1,0,0,67,239,706,17.8275249038376,239,"0","0"
240,0,1,0,0,582,240,-116,0.235518442996742,240,"0","0"
241,0,1,0,0,49,241,-649,3.02174579840809,241,"0","0"
242,0,1,0,0,506,242,282,0.94857878909474,242,"0","0"
243,0,1,0,0,395,243,532,5.10368112505427,243,"0","0"
244,0,1,0,0,70,244,394,0.431850495899149,244,"0","0"
245,0,1,0,0,990,245,-767,7.83972078505299,245,"0","0"
246,0,1,0,0,750,246,302,3.82727380484255,246,"0","0"
247,0,1,0,0,367,247,-1,0.0194481131631589,247,"0","0"
248,0,1,0,0,451,248,716,10.8819471625135,248,"0","0"
249,0,1,0,0,488,249,889,15.501526695451,249,"0","0"
250,0,1,0,0,168,250,852,1.76261992878962,250,"0","0"
251,0,1,0,0,431,251,228,4.75837429052967,251,"0","0"
252,0,1,0,0,1523,252,-905,5.79591555918972,252,"0","0"
253,0,1,0,0,935,253,-515,1.57098029223227,253,"0","0"
254,0,1,0,0,449,254,-477,7.21951999099466,254,"0","0"
255,0,1,0,0,144,255,-639,7.64131602453758,255,"0","0"
256,0,1,0,0,60,256,5,0.0379496143217677,256,"0","0"
257,0,1,0,0,934,257,-539,4.94373740646994,257,"0","0"
258,0,1,0,0,1287,258,-615,2.22605404916436,258,"0","0"
259,0,1,0,0,529,259,-600,3.18292729453546,259,"0","0"
260,0,1,0,0,33,260,-805,0.479869931138083,260,"0","0"
261,0,1,0,0,20,261,-746,3.21404171483722,261,"0","0"
262,0,1,0,0,68,262,385,1.28344695461874,262,"0","0"
263,0,1,0,0,801,263,111,0.0629587428410588,263,"0","0"
264,0,1,0,0,103,264,577,2.54071807015243,264,"0","0"
265,0,1,0,0,383,265,81,0.0447233316381394,265,"0","0"
266,0,1,0,0,100,266,-618,1.77662794863471,266,"0","0"
267,0,1,0,0,712,267,520,4.75044002539669,267,"0","0"
268,0,1,0,0,578,268,-759,6.5247234801408,268,"0","0"
269,0,1,0,0,240,269,-358,1.70006910711254,269,"0","0"
270,0,1,0,0,1262,270,-955,5.19645005276595,270,"0","0"
271,0,1,0,0,772,271,314,4.11299648997645,271,"0","0"
272,0,1,0,0,666,272,947,10.1462797512696,272,"0","0"
273,0,1,0,0,737,273,-649,1.8127968570397,273,"0","0"
274,0,1,0,0,309,274,457,0.268792051952858,274,"0","0"
275,0,1,0,0,54,275,-988,5.95172906825805,275,"0","0"
276,0,1,0,0,68,276,-66,0.299926678955819,276,"0","0"
277,0,1,0,0,664,277,784,5.92533026534527,277,"0","0"
278,0,1,0,0,919,278,-424,3.90775545640244,278,"0","0"
279,0,1,0,0,318,279,301,6.64915972753722,279,"0","0"
280,0,1,0,0,648,280,-436,2.38027444526603,280,"0","0"
281,0,1,0,0,1167,281,-920,1.41264208708176,281,"0","0"
282,0,1,0,0,1374,282,34,0.42040235542958,282,"0","0"
283,0,1,0,0,738,283,352,3.60539497991145,283,"0","0"
284,0,1,0,0,707,284,583,3.74297516145522,284,"0","0"
285,0,1,0,0,1475,285,-16,0.062242765365103,285,"0","0"
286,0,1,0,0,1331,286,926,7.2628396887499,286,"0","0"
287,0,1,0,0,244,287,887,1.75251055319604,287,"0","0"
288,0,1,0,0,420,288,-186,2.02373333954074,288,"0","0"
289,0,1,0,0,900,289,-652,0.461549261347367,289,"0","0"
290,0,1,0,0,1569,290,-504,2.42838918498828,290,"0","0"
291,0,1,0,0,377,291,838,9.92200480614043,291,"0","0"
292,0,1,0,0,49,292,328,0.465588391701414,292,"0","0"
293,0,1,0,0,25,293,29,0.243120799299482,293,"0","0"
294,0,1,0,0,174,294,-222,0.486025404570925,294,"0","0"
295,0,1,0,0,257,295,-381,1.9659173668571,295,"0","0"
296,0,1,0,0,360,296,400,1.38763798375793,296,"0","0"
297,0,1,0,0,1141,297,363,6.65326188825458,297,"0","0"
298,0,1,0,0,664,298,163,2.32875346874294,298,"0","0"
299,0,1,0,0,636,299,157,1.31091430272943,299,"0","0"
300,0,1,0,0,79,300,832,13.6103470450859,300,"0","0"
301,0,1,0,0,202,301,857,12.9133270211616,301,"0","0"
302,0,1,0,0,275,302,245,1.40028905163953,302,"0","0"
303,0,1,0,0,637,303,959,0.94192047462602,303,"0","0"
304,0,1,0,0,53,304,-512,2.83522486242848,304,"0","0"
305,0,1,0,0,126,305,506,0.84446346083371,305,"0","0"
306,0,1,0,0,1017,306,-254,0.149217426125466,306,"0","0"
307,0,1,0,0,39,307,-304,2.93329486688841,307,"0","0"
308,0,1,0,0,1072,308,907,12.5467095362028,308,"0","0"
309,0,1,0,0,565,309,-558,5.85746076583349,309,"0","0"
310,0,1,0,0,23,310,66,0.637632916988333,310,"0","0"
311,0,1,0,0,432,311,-661,4.80831876055188,311,"0","0"
312,0,1,0,0,159,312,-738,0.755388540399889,312,"0","0"
313,0,1,0,0,102,313,-184,0.816432766565734,313,"0","0"
314,0,1,0,0,74,314,853,6.78091637483178,314,"0","0"
315,0,1,0,0,203,315,-391,14.5686536064413,315,"0","0"
316,0,1,0,0,436,316,95,0.642983440407009,316,"0","0"
317,0,1,0,0,318,317,373,4.10646973456494,317,"0","0"
318,0,1,0,0,1041,318,-832,0.208795163974899,318,"0","0"
319,0,1,0,0,72,319,301,0.538192050748416,319,"0","0"
320,0,1,0,0,878,320,901,11.8816137270694,320,"0","0"
321,0,1,0,0,25,321,-63,0.0842496429833961,321,"0","0"
322,0,1,0,0,1106,322,-595,6.82100548455022,322,"0","0"
323,0,1,0,0,1182,323,-963,5.01335837253588,323,"0","0"
324,0,1,0,0,828,324,619,14.3229052728407,324,"0","0"
325,0,1,0,0,445,325,-483,0.340929094891186,325,"0","0"
326,0,1,0,0,1013,326,788,4.89280835314257,326,"0","0"
327,0,1,0,0,120,327,163,0.929738545343316,327,"0","0"
328,0,1,0,0,195,328,-833,12.5999103384362,328,"0","0"
329,0,1,0,0,633,329,-493,3.37546914045655,329,"0","0"
330,0,1,0,0,331,330,362,6.44321253471092,330,"0","0"
331,0,1,0,0,165,331,982,25.3999611263241,331,"0","0"
332,0,1,0,0,1256,332,-127,1.24283978345024,332,"0","0"
333,0,1,0,0,377,333,876,12.5081652076963,333,"0","0"
334,0,1,0,0,591,334,-672,5.04217248711285,334,"0","0"
335,0,1,0,0,343,335,599,2.66354783445937,335,"0","0"
336,0,1,0,0,313,336,983,1.0444555904083,336,"0","0"
337,0,1,0,0,1476,337,128,0.499988513610547,337,"0","0"
338,0,1,0,0,188,338,260,3.87099719307667,338,"0","0"
339,0,1,0,0,353,339,490,0.694555344521811,339,"0","0"
340,0,1,0,0,289,340,-444,2.8045605732653,340,"0","0"
341,0,1,0,0,627,341,165,3.25439812178827,341,"0","0"
342,0,1,0,0,320,342,-26,0.13018255496963,342,"0","0"
343,0,1,0,0,107,343,625,5.66467200237707,343,"0","0"
344,0,1,0,0,245,344,-456,2.22910327293581,344,"0","0"
345,0,1,0,0,821,345,-10,0.0220450341900236,345,"0","0"
346,0,1,0,0,193,346,6,0.0309967042774709,346,"0","0"
347,0,1,0,0,161,347,-846,3.39836798684151,347,"0","0"
348,0,1,0,0,26,348,713,0.841084594781783,348,"0","0"
349,0,1,0,0,1400,349,-169,0.99773299509469,349,"0","0"
350,0,1,0,0,1313,350,-77,0.291778695626286,350,"0","0"
351,0,1,0,0,766,351,656,2.64882055513476,351,"0","0"
352,0,1,0,0,1346,352,-531,5.91402517296881,352,"0","0"
353,0,1,0,0,1743,353,16,0.0455369092481284,353,"0","0"
354,0,1,0,0,130,354,644,12.367142407804,354,"0","0"
355,0,1,0,0,775,355,143,1.99315507989262,355,"0","0"
356,0,1,0,0,119,356,906,4.77417434471959,356,"0","0"
357,0,1,0,0,326,357,617,2.3387360256027,357,"0","0"
358,0,1,0,0,318,358,-606,3.00932903784634,358,"0","0"
359,0,1,0,0,640,359,663,5.08911199741655,359,"0","0"
360,0,1,0,0,1380,360,-390,9.08709539852999,360,"0","0"
361,0,1,0,0,412,361,-986,10.9648634799119,361,"0","0"
362,0,1,0,0,359,362,766,22.0518626285296,362,"0","0"
363,0,1,0,0,614,363,-994,8.80696091025719,363,"0","0"
364,0,1,0,0,330,364,971,0.267689204124425,364,"0","0"
365,0,1,0,0,661,365,137,0.0896473863635927,365,"0","0"
366,0,1,0,0,179,366,-548,1.08609925682444,366,"0","0"
367,0,1,0,0,133,367,-48,0.416122069767877,367,"0","0"
368,0,1,0,0,101,368,-937,4.42103445566224,368,"0","0"
369,0,1,0,0,177,369,-982,7.90008159075371,369,"0","0"
370,0,1,0,0,644,370,808,3.3406777386081,370,"0","0"
371,0,1,0,0,151,371,-344,5.86234506245165,371,"0","0"
372,0,1,0,0,198,372,48,0.0317298883137997,372,"0","0"
373,0,1,0,0,140,373,690,3.15642705013428,373,"0","0"
374,0,1,0,0,51,374,74,0.576294422567538,374,"0","0"
375,0,1,0,0,264,375,921,0.0567484991416089,375,"0","0"
376,0,1,0,0,245,376,-447,2.65291711147011,376,"0","0"
377,0,1,0,0,20,377,102,0.303411342220673,377,"0","0"
378,0,1,0,0,567,378,3,0.0170065490601796,378,"0","0"
379,0,1,0,0,338,379,-281,1.82626024001081,379,"0","0"
380,0,1,0,0,35,380,89,0.0384509711353905,380,"0","0"
381,0,1,0,0,127,381,-769,9.15601669716289,381,"0","0"
382,0,1,0,0,171,382,147,0.275878653053343,382,"0","0"
383,0,1,0,0,684,383,92,0.895351768304822,383,"0","0"
384,0,1,0,0,859,384,775,2.87606011199663,384,"0","0"
385,0,1,0,0,289,385,-81,0.461557567757379,385,"0","0"
386,0,1,0,0,575,386,109,0.952285960217945,386,"0","0"
387,0,1,0,0,767,387,-299,3.7170458776836,387,"0","0"
388,0,1,0,0,1345,388,-535,6.42159019011413,388,"0","0"
389,0,1,0,0,1421,389,-302,3.78705975997827,389,"0","0"
390,0,1,0,0,876,390,-539,2.39969787990447,390,"0","0"
391,0,1,0,0,1386,391,-991,4.33418222459611,391,"0","0"
392,0,1,0,0,513,392,557,2.33687103591465,392,"0","0"
393,0,1,0,0,1484,393,-104,1.92105045332101,393,"0","0"
394,0,1,0,0,1869,394,310,1.43331745927431,394,"0","0"
395,0,1,0,0,29,395,508,0.899138113799617,395,"0","0"
396,0,1,0,0,302,396,-297,0.326077778233082,396,"0","0"
397,0,1,0,0,246,397,562,1.85792400463633,397,"0","0"
398,0,1,0,0,153,398,-874,1.95997488148874,398,"0","0"
399,0,1,0,0,76,399,353,0.847404641755676,399,"0","0"
400,0,1,0,0,298,400,-588,0.50580926276033,400,"0","0"
401,0,1,0,0,749,401,-58,0.0218555831091069,401,"0","0"
402,0,1,0,0,307,402,298,0.321811055917709,402,"0","0"
403,0,1,0,0,672,403,966,3.84882079266111,403,"0","0"
404,0,1,0,0,430,404,928,4.52674349087534,404,"0","0"
405,0,1,0,0,770,405,858,13.9359710699532,405,"0","0"
406,0,1,0,0,131,406,-372,0.431766262589798,406,"0","0"
407,0,1,0,0,795,407,-511,6.95789148646741,407,"0","0"
408,0,1,0,0,185,408,-568,0.552200345739529,408,"0","0"
409,0,1,0,0,282,409,524,4.10700045459792,409,"0","0"
410,0,1,0,0,34,410,-819,2.53689821210733,410,"0","0"
411,0,1,0,0,411,411,-790,8.57801555398505,411,"0","0"
412,0,1,0,0,1329,412,629,5.04686428614219,412,"0","0"
413,0,1,0,0,196,413,43,0.558595116444748,413,"0","0"
414,0,1,0,0,1124,414,-30,0.484668362257355,414,"0","0"
415,0,1,0,0,621,415,-861,8.57739723963193,415,"0","0"
416,0,1,0,0,67,416,-416,0.506953909287629,416,"0","0"
417,0,1,0,0,238,417,-623,12.04208758537,417,"0","0"
418,0,1,0,0,517,418,-124,0.853351685060107,418,"0","0"
419,0,1,0,0,385,419,447,0.0709450400512449,419,"0","0"
420,0,1,0,0,139,420,847,12.1391530215976,420,"0","0"
421,0,1,0,0,601,421,175,1.81744820629033,421,"0","0"
422,0,1,0,0,97,422,-955,12.2145756266997,422,"0","0"
423,0,1,0,0,734,423,-334,0.13556573869856,423,"0","0"
424,0,1,0,0,951,424,-347,3.079693103312,424,"0","0"
425,0,1,0,0,103,425,204,0.694464256883797,425,"0","0"
426,0,1,0,0,141,426,826,3.98647351332027,426,"0","0"
