"index","s","d","p","q","n","rep","mean","vara","seed","phi","theta"
211,0,0,0,1,766,1,364,1.33662069802591,40,"0","0.57"
212,0,0,0,1,327,2,274,0.408964135789027,41,"0","0.57"
213,0,0,0,1,279,3,752,12.5312320329457,42,"0","0.57"
214,0,0,0,1,30,4,-412,2.00207737486077,43,"0","0.57"
215,0,0,0,1,366,5,420,2.83778341108809,44,"0","0.57"
216,0,0,0,1,523,1,47,0.156104501408812,40,"0","0.56"
217,0,0,0,1,158,2,-321,5.72773049449014,41,"0","0.56"
218,0,0,0,1,897,3,-825,0.762999744590276,42,"0","0.56"
219,0,0,0,1,302,4,-63,1.46478685104053,43,"0","0.56"
220,0,0,0,1,75,5,516,9.00581573545185,44,"0","0.56"
221,0,0,0,1,533,1,-626,2.82123267687893,40,"0","0.55"
222,0,0,0,1,817,2,809,8.13478411305941,41,"0","0.55"
223,0,0,0,1,172,3,-150,1.72389687059901,42,"0","0.55"
224,0,0,0,1,421,4,-863,4.04030098102214,43,"0","0.55"
225,0,0,0,1,497,5,-687,11.8757063465601,44,"0","0.55"
226,0,0,0,1,637,1,250,1.50039746354386,40,"0","0.54"
227,0,0,0,1,47,2,-921,5.45686253626927,41,"0","0.54"
228,0,0,0,1,91,3,-302,3.04259103585876,42,"0","0.54"
229,0,0,0,1,31,4,716,6.8676603817634,43,"0","0.54"
230,0,0,0,1,44,5,-156,2.51284265395598,44,"0","0.54"
231,0,0,0,1,1563,1,-7,0.0646521229958962,40,"0","0.53"
232,0,0,0,1,235,2,603,5.62538066728811,41,"0","0.53"
233,0,0,0,1,952,3,-362,1.407111962114,42,"0","0.53"
234,0,0,0,1,72,4,-692,3.86352160169558,43,"0","0.53"
235,0,0,0,1,132,5,499,10.390196543329,44,"0","0.53"
236,0,0,0,1,503,1,-581,6.13916687682135,40,"0","0.52"
237,0,0,0,1,616,2,-164,0.121958378307457,41,"0","0.52"
238,0,0,0,1,1064,3,354,11.5364474734587,42,"0","0.52"
239,0,0,0,1,262,4,-503,4.02726501997976,43,"0","0.52"
240,0,0,0,1,45,5,520,0.531432229208462,44,"0","0.52"
241,0,0,0,1,140,1,-224,1.84798174243302,40,"0","0.51"
242,0,0,0,1,219,2,908,9.31822440144078,41,"0","0.51"
243,0,0,0,1,636,3,-16,0.248794729226958,42,"0","0.51"
244,0,0,0,1,495,4,426,1.87085706175328,43,"0","0.51"
245,0,0,0,1,340,5,891,10.893196348975,44,"0","0.51"
246,0,0,0,1,29,1,339,1.02283419617535,40,"0","0.5"
247,0,0,0,1,101,2,570,0.968179983490419,41,"0","0.5"
248,0,0,0,1,231,3,-216,0.791295013919077,42,"0","0.5"
249,0,0,0,1,1076,4,930,1.79546860944683,43,"0","0.5"
250,0,0,0,1,86,5,-725,2.16376283823421,44,"0","0.5"
251,0,0,0,1,202,1,527,11.5270904047253,40,"0","0.49"
252,0,0,0,1,1381,2,956,1.38472317432384,41,"0","0.49"
253,0,0,0,1,417,3,-869,9.25167905383208,42,"0","0.49"
254,0,0,0,1,505,4,-806,2.68869827007766,43,"0","0.49"
255,0,0,0,1,640,5,-792,16.8405579785213,44,"0","0.49"
256,0,0,0,1,1315,1,-492,5.19841795377399,40,"0","0.48"
257,0,0,0,1,996,2,-294,5.07799799584828,41,"0","0.48"
258,0,0,0,1,261,3,-180,0.0564363261853465,42,"0","0.48"
259,0,0,0,1,606,4,-860,1.31887785969014,43,"0","0.48"
260,0,0,0,1,349,5,-693,1.67251081063692,44,"0","0.48"
261,0,0,0,1,1113,1,-362,3.21712407600704,40,"0","0.47"
262,0,0,0,1,523,2,156,3.30830725217917,41,"0","0.47"
263,0,0,0,1,556,3,418,1.36629244588207,42,"0","0.47"
264,0,0,0,1,189,4,-684,1.40158433288586,43,"0","0.47"
265,0,0,0,1,33,5,6,0.102877969258539,44,"0","0.47"
266,0,0,0,1,1074,1,789,7.37488883100931,40,"0","0.46"
267,0,0,0,1,752,2,-365,5.41665346656011,41,"0","0.46"
268,0,0,0,1,420,3,689,13.2936651284455,42,"0","0.46"
269,0,0,0,1,75,4,-317,0.710844728423296,43,"0","0.46"
270,0,0,0,1,583,5,-874,7.35615788922531,44,"0","0.46"
271,0,0,0,1,109,1,78,1.03244775949764,40,"0","0.45"
272,0,0,0,1,1115,2,-241,2.0420563820466,41,"0","0.45"
273,0,0,0,1,41,3,588,7.62557366168144,42,"0","0.45"
274,0,0,0,1,218,4,278,5.7869759402631,43,"0","0.45"
275,0,0,0,1,107,5,-26,0.000813272743767773,44,"0","0.45"
276,0,0,0,1,255,1,691,6.07098413343786,40,"0","0.44"
277,0,0,0,1,544,2,121,0.389620763166173,41,"0","0.44"
278,0,0,0,1,755,3,-563,5.69096106955755,42,"0","0.44"
279,0,0,0,1,107,4,81,1.05740329360251,43,"0","0.44"
280,0,0,0,1,47,5,-146,0.827465112772639,44,"0","0.44"
281,0,0,0,1,153,1,-769,2.69389171594587,40,"0","0.43"
282,0,0,0,1,470,2,-872,3.0839705056204,41,"0","0.43"
283,0,0,0,1,283,3,-17,0.0909842864601781,42,"0","0.43"
284,0,0,0,1,417,4,-516,6.68266237624935,43,"0","0.43"
285,0,0,0,1,1045,5,939,0.19743254567756,44,"0","0.43"
286,0,0,0,1,766,1,364,1.33662069802591,40,"0","0.42"
287,0,0,0,1,327,2,274,0.408964135789027,41,"0","0.42"
288,0,0,0,1,279,3,752,12.5312320329457,42,"0","0.42"
289,0,0,0,1,30,4,-412,2.00207737486077,43,"0","0.42"
290,0,0,0,1,366,5,420,2.83778341108809,44,"0","0.42"
291,0,0,0,1,523,1,47,0.156104501408812,40,"0","0.41"
292,0,0,0,1,158,2,-321,5.72773049449014,41,"0","0.41"
293,0,0,0,1,897,3,-825,0.762999744590276,42,"0","0.41"
294,0,0,0,1,302,4,-63,1.46478685104053,43,"0","0.41"
295,0,0,0,1,75,5,516,9.00581573545185,44,"0","0.41"
296,0,0,0,1,533,1,-626,2.82123267687893,40,"0","0.4"
297,0,0,0,1,817,2,809,8.13478411305941,41,"0","0.4"
298,0,0,0,1,172,3,-150,1.72389687059901,42,"0","0.4"
299,0,0,0,1,421,4,-863,4.04030098102214,43,"0","0.4"
300,0,0,0,1,497,5,-687,11.8757063465601,44,"0","0.4"
301,0,0,0,1,637,1,250,1.50039746354386,40,"0","0.39"
302,0,0,0,1,47,2,-921,5.45686253626927,41,"0","0.39"
303,0,0,0,1,91,3,-302,3.04259103585876,42,"0","0.39"
304,0,0,0,1,31,4,716,6.8676603817634,43,"0","0.39"
305,0,0,0,1,44,5,-156,2.51284265395598,44,"0","0.39"
306,0,0,0,1,1563,1,-7,0.0646521229958962,40,"0","0.38"
307,0,0,0,1,235,2,603,5.62538066728811,41,"0","0.38"
308,0,0,0,1,952,3,-362,1.407111962114,42,"0","0.38"
309,0,0,0,1,72,4,-692,3.86352160169558,43,"0","0.38"
310,0,0,0,1,132,5,499,10.390196543329,44,"0","0.38"
311,0,0,0,1,503,1,-581,6.13916687682135,40,"0","0.37"
312,0,0,0,1,616,2,-164,0.121958378307457,41,"0","0.37"
313,0,0,0,1,1064,3,354,11.5364474734587,42,"0","0.37"
314,0,0,0,1,262,4,-503,4.02726501997976,43,"0","0.37"
315,0,0,0,1,45,5,520,0.531432229208462,44,"0","0.37"
316,0,0,0,1,140,1,-224,1.84798174243302,40,"0","0.36"
317,0,0,0,1,219,2,908,9.31822440144078,41,"0","0.36"
318,0,0,0,1,636,3,-16,0.248794729226958,42,"0","0.36"
319,0,0,0,1,495,4,426,1.87085706175328,43,"0","0.36"
320,0,0,0,1,340,5,891,10.893196348975,44,"0","0.36"
321,0,0,0,1,29,1,339,1.02283419617535,40,"0","0.35"
322,0,0,0,1,101,2,570,0.968179983490419,41,"0","0.35"
323,0,0,0,1,231,3,-216,0.791295013919077,42,"0","0.35"
324,0,0,0,1,1076,4,930,1.79546860944683,43,"0","0.35"
325,0,0,0,1,86,5,-725,2.16376283823421,44,"0","0.35"
326,0,0,0,1,202,1,527,11.5270904047253,40,"0","0.34"
327,0,0,0,1,1381,2,956,1.38472317432384,41,"0","0.34"
328,0,0,0,1,417,3,-869,9.25167905383208,42,"0","0.34"
329,0,0,0,1,505,4,-806,2.68869827007766,43,"0","0.34"
330,0,0,0,1,640,5,-792,16.8405579785213,44,"0","0.34"
331,0,0,0,1,1315,1,-492,5.19841795377399,40,"0","0.33"
332,0,0,0,1,996,2,-294,5.07799799584828,41,"0","0.33"
333,0,0,0,1,261,3,-180,0.0564363261853465,42,"0","0.33"
334,0,0,0,1,606,4,-860,1.31887785969014,43,"0","0.33"
335,0,0,0,1,349,5,-693,1.67251081063692,44,"0","0.33"
336,0,0,0,1,1113,1,-362,3.21712407600704,40,"0","0.32"
337,0,0,0,1,523,2,156,3.30830725217917,41,"0","0.32"
338,0,0,0,1,556,3,418,1.36629244588207,42,"0","0.32"
339,0,0,0,1,189,4,-684,1.40158433288586,43,"0","0.32"
340,0,0,0,1,33,5,6,0.102877969258539,44,"0","0.32"
341,0,0,0,1,1074,1,789,7.37488883100931,40,"0","0.31"
342,0,0,0,1,752,2,-365,5.41665346656011,41,"0","0.31"
343,0,0,0,1,420,3,689,13.2936651284455,42,"0","0.31"
344,0,0,0,1,75,4,-317,0.710844728423296,43,"0","0.31"
345,0,0,0,1,583,5,-874,7.35615788922531,44,"0","0.31"
346,0,0,0,1,109,1,78,1.03244775949764,40,"0","0.3"
347,0,0,0,1,1115,2,-241,2.0420563820466,41,"0","0.3"
348,0,0,0,1,41,3,588,7.62557366168144,42,"0","0.3"
349,0,0,0,1,218,4,278,5.7869759402631,43,"0","0.3"
350,0,0,0,1,107,5,-26,0.000813272743767773,44,"0","0.3"
351,0,0,0,1,255,1,691,6.07098413343786,40,"0","0.29"
352,0,0,0,1,544,2,121,0.389620763166173,41,"0","0.29"
353,0,0,0,1,755,3,-563,5.69096106955755,42,"0","0.29"
354,0,0,0,1,107,4,81,1.05740329360251,43,"0","0.29"
355,0,0,0,1,47,5,-146,0.827465112772639,44,"0","0.29"
356,0,0,0,1,153,1,-769,2.69389171594587,40,"0","0.28"
357,0,0,0,1,470,2,-872,3.0839705056204,41,"0","0.28"
358,0,0,0,1,283,3,-17,0.0909842864601781,42,"0","0.28"
359,0,0,0,1,417,4,-516,6.68266237624935,43,"0","0.28"
360,0,0,0,1,1045,5,939,0.19743254567756,44,"0","0.28"
361,0,0,0,1,766,1,364,1.33662069802591,40,"0","0.27"
362,0,0,0,1,327,2,274,0.408964135789027,41,"0","0.27"
363,0,0,0,1,279,3,752,12.5312320329457,42,"0","0.27"
364,0,0,0,1,30,4,-412,2.00207737486077,43,"0","0.27"
365,0,0,0,1,366,5,420,2.83778341108809,44,"0","0.27"
366,0,0,0,1,523,1,47,0.156104501408812,40,"0","0.26"
367,0,0,0,1,158,2,-321,5.72773049449014,41,"0","0.26"
368,0,0,0,1,897,3,-825,0.762999744590276,42,"0","0.26"
369,0,0,0,1,302,4,-63,1.46478685104053,43,"0","0.26"
370,0,0,0,1,75,5,516,9.00581573545185,44,"0","0.26"
371,0,0,0,1,533,1,-626,2.82123267687893,40,"0","0.25"
372,0,0,0,1,817,2,809,8.13478411305941,41,"0","0.25"
373,0,0,0,1,172,3,-150,1.72389687059901,42,"0","0.25"
374,0,0,0,1,421,4,-863,4.04030098102214,43,"0","0.25"
375,0,0,0,1,497,5,-687,11.8757063465601,44,"0","0.25"
376,0,0,0,1,637,1,250,1.50039746354386,40,"0","0.24"
377,0,0,0,1,47,2,-921,5.45686253626927,41,"0","0.24"
378,0,0,0,1,91,3,-302,3.04259103585876,42,"0","0.24"
379,0,0,0,1,31,4,716,6.8676603817634,43,"0","0.24"
380,0,0,0,1,44,5,-156,2.51284265395598,44,"0","0.24"
381,0,0,0,1,1563,1,-7,0.0646521229958962,40,"0","0.23"
382,0,0,0,1,235,2,603,5.62538066728811,41,"0","0.23"
383,0,0,0,1,952,3,-362,1.407111962114,42,"0","0.23"
384,0,0,0,1,72,4,-692,3.86352160169558,43,"0","0.23"
385,0,0,0,1,132,5,499,10.390196543329,44,"0","0.23"
386,0,0,0,1,503,1,-581,6.13916687682135,40,"0","0.22"
387,0,0,0,1,616,2,-164,0.121958378307457,41,"0","0.22"
388,0,0,0,1,1064,3,354,11.5364474734587,42,"0","0.22"
389,0,0,0,1,262,4,-503,4.02726501997976,43,"0","0.22"
390,0,0,0,1,45,5,520,0.531432229208462,44,"0","0.22"
391,0,0,0,1,140,1,-224,1.84798174243302,40,"0","0.21"
392,0,0,0,1,219,2,908,9.31822440144078,41,"0","0.21"
393,0,0,0,1,636,3,-16,0.248794729226958,42,"0","0.21"
394,0,0,0,1,495,4,426,1.87085706175328,43,"0","0.21"
395,0,0,0,1,340,5,891,10.893196348975,44,"0","0.21"
396,0,0,0,1,29,1,339,1.02283419617535,40,"0","0.2"
397,0,0,0,1,101,2,570,0.968179983490419,41,"0","0.2"
398,0,0,0,1,231,3,-216,0.791295013919077,42,"0","0.2"
399,0,0,0,1,1076,4,930,1.79546860944683,43,"0","0.2"
400,0,0,0,1,86,5,-725,2.16376283823421,44,"0","0.2"
401,0,0,0,1,202,1,527,11.5270904047253,40,"0","0.19"
