"index","s","d","p","q","n","rep","mean","vara","seed","phi","theta"
15,2,0,5,12,65,5,-657,0.125482083274823,44,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112","-0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245 -0.146576315791035"
16,2,1,0,6,18,1,53,0.0534251569970866,40,"0","-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236"
17,2,1,9,6,56,2,-452,3.39289912802349,41,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594","0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704"
18,2,1,4,8,71,3,422,6.03840093873758,42,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743","0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504"
19,2,1,1,6,34,4,234,2.54935294796636,43,"-0.075976288978699","0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655"
20,2,1,9,11,66,5,-888,6.02067334887689,44,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594","0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245 -0.146576315791035 -0.0765753876645901 0.621487454346731 -0.247039886792318"
21,3,0,4,4,18,1,370,4.47434568185726,40,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743","0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444"
22,3,0,2,11,47,2,-373,6.60598559271579,41,"-0.075976288978699 0.395648647852772","0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987"
23,3,0,9,11,82,3,-496,0.378822707315833,42,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594","0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245 -0.146576315791035 -0.0765753876645901 0.621487454346731 -0.247039886792318"
24,3,0,7,3,91,4,19,0.0105065032993691,43,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655","-0.110808763696444 -0.241751983543594 0.0358305954484125"
25,3,0,1,4,109,5,827,2.8350666619333,44,"-0.075976288978699","0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112"
26,3,1,7,11,113,1,550,1.00016051324773,40,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655","-0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245 -0.146576315791035 -0.0765753876645901"
27,3,1,7,9,143,2,113,0.403052469820752,41,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112 -0.181070647462236 0.00497148523621655","-0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245"
28,3,1,3,0,57,3,-589,3.28042792466634,42,"-0.075976288978699 0.395648647852772 0.132509095242863","0"
29,3,1,4,3,109,4,-563,7.52301236704846,43,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743","0.116786991778112 -0.181070647462236 0.00497148523621655"
30,3,1,5,12,73,5,-657,0.125482083274823,44,"-0.075976288978699 0.395648647852772 0.132509095242863 0.224658775374743 0.116786991778112","-0.181070647462236 0.00497148523621655 -0.110808763696444 -0.241751983543594 0.0358305954484125 -0.0587204627053036 -0.602217274040504 -0.717048284521987 0.655994951553335 0.0046720087642704 0.312382593367245 -0.146576315791035"
31,4,0,12,5,99,1,-1000,5.82888274119799,40,"0.354397771608553 0.647530258452692 -0.044516450018268 -0.214776423625904 0.317170978094192 -0.384864780856369 0.0915738170884555 -0.212527457250236 0.139752248232832 0.487984688469786 0.0674912958665703 -0.385636083517543","-0.460309240869697 0.56445833370355 -0.659605325572959 -0.000452438905328476 0.596423507926881"
32,4,0,10,11,153,2,129,1.27816833484625,41,"0.316187635453032 0.28618934876004 0.270237829030659 -0.0920842754744079 0.055529967791286 0.361890657926166 0.0170708157167399 -0.0651428746570615 0.105840980233344 -0.256280410262489","-0.00777780601904152 0.136097151148002 -0.340582488268025 -0.28227520218006 -0.0123401699274391 0.208758792685308 0.78989750308039 -0.406632520313234 0.232588886448231 0.512408080388963 -0.491794907103634"
33,4,0,6,4,37,3,-118,0.476370888285962,42,"-0.69253530929719 0.0191615905109503 -0.381515081180987 0.106153067762919 0.712768983433896 0.372239911166988","0.350114701493115 -0.114677306725863 0.0985469309476758 0.603576886936128"
34,4,0,6,0,60,4,-374,1.71540356799152,43,"-0.69253530929719 0.0191615905109503 -0.381515081180987 0.106153067762919 0.712768983433896 0.372239911166988","0"
35,4,0,10,10,81,5,631,12.8119087272814,44,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821 0.0667542784922157","-0.0529816047208394 0.302964808785618 0.00662548743997415 -0.139394349397766 -0.067837264831713 0.431572671671845 -0.0149050080953538 -0.371226548582618 -0.436797334460859 -0.138653015815549"
36,4,1,4,7,44,1,936,20.2941904115698,40,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999","0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821 0.0667542784922157 -0.0529816047208394"
37,4,1,11,7,87,2,644,12.3061040769866,41,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821 0.0667542784922157 -0.0529816047208394","0.302964808785618 0.00662548743997415 -0.139394349397766 -0.067837264831713 0.431572671671845 -0.0149050080953538 -0.371226548582618"
38,4,1,4,10,41,3,611,2.40543296536598,42,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999","0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821 0.0667542784922157 -0.0529816047208394 0.302964808785618 0.00662548743997415 -0.139394349397766"
39,4,1,9,8,124,4,-886,1.34189921076108,43,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821","0.0667542784922157 -0.0529816047208394 0.302964808785618 0.00662548743997415 -0.139394349397766 -0.067837264831713 0.431572671671845 -0.0149050080953538"
40,4,1,9,2,128,5,-892,1.76973326407265,44,"-0.283866870173628 -0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821","0.0667542784922157 -0.0529816047208394"
41,5,0,1,5,33,1,-406,3.58148971446802,40,"-0.283866870173628","-0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469"
42,5,0,1,8,126,2,-445,1.65451068548234,41,"-0.283866870173628","-0.407380289371002 -0.2469697981993 0.000909422781091999 0.409892466677445 0.49837892898469 0.375891109517627 -0.0627736114814091 0.282309943893821"
43,5,0,3,2,17,3,713,6.7919206617896,42,"-0.283866870173628 -0.407380289371002 -0.2469697981993","0.000909422781091999 0.409892466677445"
44,5,0,2,1,42,4,787,5.48430847746505,43,"-0.283866870173628 -0.407380289371002","-0.2469697981993"
45,5,0,0,3,73,5,-972,12.0041643654575,44,"0","-0.283866870173628 -0.407380289371002 -0.2469697981993"
46,5,1,7,9,68,1,300,1.14529409700997,40,"0.257179861831952 -0.0563886877762553 0.0321700321904826 -0.327622401035435 0.250862100517829 -0.41762473736579 -0.337485885363009","-0.0848593260860346 0.246236277489609 -0.174956307717 -0.128700471537043 -0.406881131764143 0.684788221179349 0.967482416378248 -0.149635633527056 -0.323811280774664"
47,5,1,12,9,134,2,514,4.05703449233594,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337","0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296 0.0795602554057891 0.316387739129261"
48,5,1,2,3,53,3,-103,0.754393607226308,42,"0.343249502380434 -0.146881709557787","0.196121407672383 -0.237524268273818 -0.0816369612166716"
49,5,1,12,6,66,4,-395,6.86595476374771,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337","0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613"
50,5,1,4,7,165,5,-671,4.48253279170906,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818","-0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522"
51,6,0,1,3,45,1,389,4.22978466471374,40,"0.343249502380434","-0.146881709557787 0.196121407672383 -0.237524268273818"
52,6,0,9,9,100,2,-960,6.68933890628688,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613"
53,6,0,2,8,189,3,472,7.72498878345693,42,"0.343249502380434 -0.146881709557787","0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126"
54,6,0,6,2,173,4,884,6.1853259456145,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184","-0.0243899410698834 -0.24256076338914"
55,6,0,0,4,28,5,645,6.17140051769531,44,"0","0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818"
56,6,1,6,10,75,1,806,5.84361860437801,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184","-0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808"
57,6,1,3,2,49,2,394,0.638390178101581,41,"0.343249502380434 -0.146881709557787 0.196121407672383","-0.237524268273818 -0.0816369612166716"
58,6,1,0,7,115,3,-830,11.500996072223,42,"0","0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834"
59,6,1,6,2,94,4,43,0.625472382848009,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184","-0.0243899410698834 -0.24256076338914"
60,6,1,1,5,108,5,-548,6.91494746814052,44,"0.343249502380434","-0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184"
61,7,0,7,3,93,1,-490,5.3957238693776,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834","-0.24256076338914 -0.0209406738588465 -0.198055306201126"
62,7,0,8,12,265,2,-321,4.20633480819009,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914","-0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296 0.0795602554057891"
63,7,0,3,11,43,3,2,0.00899843406825381,42,"0.343249502380434 -0.146881709557787 0.196121407672383","-0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998"
64,7,0,9,8,122,4,-886,1.34189921076108,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603"
65,7,0,6,7,105,5,470,5.73663848602248,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184","-0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089"
66,7,1,4,1,127,1,836,2.27880126056289,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818","-0.0816369612166716"
67,7,1,1,11,46,2,-758,9.49621645430946,41,"0.343249502380434","-0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337"
68,7,1,9,7,55,3,-904,8.99732179994604,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808"
69,7,1,9,0,293,4,619,6.75663012249327,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","0"
70,7,1,2,9,248,5,690,5.74992717262358,44,"0.343249502380434 -0.146881709557787","0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522"
71,8,0,4,8,44,1,-731,6.45897474372654,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818","-0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337"
72,8,0,9,3,75,2,517,6.53578430801978,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337"
73,8,0,10,4,43,3,-852,22.4852465961328,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126","-0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998"
74,8,0,9,10,197,4,237,2.06646668189339,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296"
75,8,0,5,11,113,5,551,3.27608157521975,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716","-0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808"
76,8,1,6,6,175,1,-518,7.03047818869948,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184","-0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337"
77,8,1,0,7,324,2,798,3.04518705486182,41,"0","0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834"
78,8,1,10,12,235,3,939,18.8240402255881,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126","-0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296 0.0795602554057891 0.316387739129261 -0.344604788024409"
79,8,1,9,7,216,4,-987,3.57866660268251,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808"
80,8,1,12,12,250,5,-13,0.107102182711513,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337","0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296 0.0795602554057891 0.316387739129261 -0.344604788024409 0.329722554168277 -0.240298537950442"
81,9,0,8,2,95,1,-518,3.2695343658442,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914","-0.0209406738588465 -0.198055306201126"
82,9,0,1,4,149,2,-911,12.2790605321422,41,"0.343249502380434","-0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716"
83,9,0,2,1,37,3,148,0.574404428622631,42,"0.343249502380434 -0.146881709557787","0.196121407672383"
84,9,0,5,3,81,4,22,0.0866852286317148,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716","-0.122160276390184 -0.0243899410698834 -0.24256076338914"
85,9,0,7,8,201,5,-77,0.0697973576922525,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834","-0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267"
86,9,1,11,8,172,1,-964,9.71182634146638,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522","0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296"
87,9,1,3,6,103,2,-638,3.1332114493578,41,"0.343249502380434 -0.146881709557787 0.196121407672383","-0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465"
88,9,1,12,0,88,3,-30,0.342876736552172,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337","0"
89,9,1,1,0,204,4,-455,3.97562632692492,43,"0.343249502380434","0"
90,9,1,7,3,387,5,-914,3.57377279457661,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834","-0.24256076338914 -0.0209406738588465 -0.198055306201126"
91,10,0,10,9,311,1,134,2.21141856476877,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126","-0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613 0.927361439052296"
92,10,0,10,7,198,2,-997,10.0342377999617,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126","-0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603"
93,10,0,9,3,43,3,-165,1.88325204824081,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465","-0.198055306201126 -0.109942932434522 0.142776352275337"
94,10,0,8,3,91,4,-948,13.351342457903,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914","-0.0209406738588465 -0.198055306201126 -0.109942932434522"
95,10,0,11,5,48,5,740,12.4390351043141,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522","0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808"
96,10,1,7,6,415,1,-754,1.53844067370896,40,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834","-0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089"
97,10,1,4,7,176,2,245,5.08094982261761,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818","-0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522"
98,10,1,1,7,380,3,9,0.0737109207302164,42,"0.343249502380434","-0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914"
99,10,1,7,7,213,4,749,6.4441746411757,43,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834","-0.24256076338914 -0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998"
100,10,1,5,4,162,5,864,6.12224273940537,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716","-0.122160276390184 -0.0243899410698834 -0.24256076338914 -0.0209406738588465"
101,11,0,0,3,48,1,28,0.163339550485484,40,"0","0.343249502380434 -0.146881709557787 0.196121407672383"
102,11,0,4,4,82,2,485,4.45313079503779,41,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818","-0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914"
103,11,0,8,10,89,3,733,8.79616560751891,42,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914","-0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337 0.555652872488089 -0.372339216120998 -0.180011186741267 0.238593336831808 0.383083899606603 0.738909279472613"
104,11,0,2,2,251,4,172,0.786104600303219,43,"0.343249502380434 -0.146881709557787","0.196121407672383 -0.237524268273818"
105,11,0,8,4,185,5,-362,4.24531488136361,44,"0.343249502380434 -0.146881709557787 0.196121407672383 -0.237524268273818 -0.0816369612166716 -0.122160276390184 -0.0243899410698834 -0.24256076338914","-0.0209406738588465 -0.198055306201126 -0.109942932434522 0.142776352275337"
